8	0	r811u32n04.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:27:21	78.07	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Ephron_dmPFC_stim_09082018-dmpfc.mat
4	0	r811u32n02.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:27:52	109.41	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Ephron_ACCg_Stim_09122018-acc.mat
7	0	r811u32n04.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:27:59	115.99	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Lynch_ACCgStim_09112018-acc.mat
17	0	r811u32n04.milgram.ycrc.yale.edu	2024-04-01 13:28:00	2024-04-01 13:29:31	90.66	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Lynch_OFC_Stim_09162018-ofc.mat
9	137	r811u32n04.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:29:33	210.85	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Lynch_Cronenb_dmPFC_dmPFC_BLA_01072019-dmpfc.mat
2	0	r811u32n01.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:43:45	1062.84	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Hitch_ACC_BLA_dmPFC_10012018-bla.mat
10	0	r811u32n04.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:43:56	1072.99	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Hitch_ACC_BLA_dmPFC_10012018-acc.mat
5	0	r811u32n02.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:44:03	1080.09	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Hitch_ACC_BLA_dmPFC_10012018-dmpfc.mat
14	0	r811u34n01.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:44:30	1107.33	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Hitch_ACC_dmPFC_10032018-dmpfc.mat
1	0	r811u32n01.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:46:23	1220.70	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Hitch_BLA_ACCg_09272018-acc.mat
11	0	r811u34n01.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:47:02	1259.30	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Ephron_BLA_OFC_08282018-bla.mat
20	137	r811u32n01.milgram.ycrc.yale.edu	2024-04-01 13:43:47	2024-04-01 13:47:06	199.31	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Lynch_Cronenberg_dmPFC_dmPFC_BLA_01092019-dmpfc.mat
21	137	r811u32n04.milgram.ycrc.yale.edu	2024-04-01 13:43:58	2024-04-01 13:47:12	193.85	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Hitch_OFC_10102018-ofc.mat
3	0	r811u32n02.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:47:26	1283.90	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Lynch_Cronenberg_dmPFC_dmPFC_BLA_01092019-bla.mat
15	0	r811u32n04.milgram.ycrc.yale.edu	2024-04-01 13:27:22	2024-04-01 13:47:40	1218.29	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Lynch_BLA_OFC_08292018-ofc.mat
6	0	r811u32n02.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:47:49	1305.98	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Lynch_ACC_BLA_dmPFC_09042018-dmpfc.mat
24	0	r811u32n01.milgram.ycrc.yale.edu	2024-04-01 13:46:25	2024-04-01 13:47:57	92.22	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Ephron_OFC_Stim_09192018-ofc.mat
12	0	r811u34n01.milgram.ycrc.yale.edu	2024-04-01 13:26:03	2024-04-01 13:48:15	1332.55	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Lynch_ACC_BLA_dmPFC_09042018-acc.mat
29	0	r811u32n04.milgram.ycrc.yale.edu	2024-04-01 13:47:42	2024-04-01 13:49:10	87.87	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Lynch_dmPFC_Stim_09202018-dmpfc.mat
0	0	r811u32n03.milgram.ycrc.yale.edu	2024-04-01 13:26:04	2024-04-01 13:49:24	1400.83	module load miniconda; conda activate lfp_cluster; python extract_lfp_one_file.py /gpfs/milgram/project/chang/pg496/data_dir/social_gaze/social_gaze_raw_mat/Kuro_Lynch_ACC_BLA_dmPFC_08312018-dmpfc.mat
